YEAR,STATE,Fuel_Type,Registrations
2008,UTTARAKHAND,DUAL DIESEL/BIO CNG,0
2008,UTTAR PRADESH,DUAL DIESEL/BIO CNG,0
2008,WEST BENGAL,DUAL DIESEL/BIO CNG,0
2008,ANDAMAN & NICOBAR ISLAND,DUAL DIESEL/CNG,0
2008,ANDHRA PRADESH,DUAL DIESEL/CNG,0
2008,ARUNACHAL PRADESH,DUAL DIESEL/CNG,0
2008,ASSAM,DUAL DIESEL/CNG,0
2008,BIHAR,DUAL DIESEL/CNG,0
2008,CHANDIGARH,DUAL DIESEL/CNG,0
2008,CHHATTISGARH,DUAL DIESEL/CNG,0
2008,DELHI,DUAL DIESEL/CNG,0
2008,GOA,DUAL DIESEL/CNG,0
2008,GUJARAT,DUAL DIESEL/CNG,0
2008,HARYANA,DUAL DIESEL/CNG,0
2008,HIMACHAL PRADESH,DUAL DIESEL/CNG,0
2008,JAMMU AND KASHMIR,DUAL DIESEL/CNG,0
2008,JHARKHAND,DUAL DIESEL/CNG,0
2008,KARNATAKA,DUAL DIESEL/CNG,0
2008,KERALA,DUAL DIESEL/CNG,0
2008,LADAKH,DUAL DIESEL/CNG,0
2008,LAKSHADWEEP,DUAL DIESEL/CNG,0
2008,MADHYA PRADESH,DUAL DIESEL/CNG,0
2008,MAHARASHTRA,DUAL DIESEL/CNG,0
2008,MANIPUR,DUAL DIESEL/CNG,0
2008,MEGHALAYA,DUAL DIESEL/CNG,0
2008,MIZORAM,DUAL DIESEL/CNG,0
2008,NAGALAND,DUAL DIESEL/CNG,0
2008,ODISHA,DUAL DIESEL/CNG,0
2008,PUDUCHERRY,DUAL DIESEL/CNG,0
2008,PUNJAB,DUAL DIESEL/CNG,2
2008,RAJASTHAN,DUAL DIESEL/CNG,0
2008,SIKKIM,DUAL DIESEL/CNG,0
2008,TAMIL NADU,DUAL DIESEL/CNG,0
2008,TRIPURA,DUAL DIESEL/CNG,0
2008,UT OF DNH AND DD,DUAL DIESEL/CNG,0
2008,UTTARAKHAND,DUAL DIESEL/CNG,0
2008,UTTAR PRADESH,DUAL DIESEL/CNG,0
2008,WEST BENGAL,DUAL DIESEL/CNG,0
2008,ANDAMAN & NICOBAR ISLAND,DUAL DIESEL/LNG,0
2008,ANDHRA PRADESH,DUAL DIESEL/LNG,0
2008,ARUNACHAL PRADESH,DUAL DIESEL/LNG,0
2008,ASSAM,DUAL DIESEL/LNG,0
2008,BIHAR,DUAL DIESEL/LNG,0
2008,CHANDIGARH,DUAL DIESEL/LNG,0
2008,CHHATTISGARH,DUAL DIESEL/LNG,0
2008,DELHI,DUAL DIESEL/LNG,0
2008,GOA,DUAL DIESEL/LNG,0
2008,GUJARAT,DUAL DIESEL/LNG,0
2008,HARYANA,DUAL DIESEL/LNG,0
2008,HIMACHAL PRADESH,DUAL DIESEL/LNG,0
2008,JAMMU AND KASHMIR,DUAL DIESEL/LNG,0
2008,JHARKHAND,DUAL DIESEL/LNG,0
2008,KARNATAKA,DUAL DIESEL/LNG,0
2008,KERALA,DUAL DIESEL/LNG,0
2008,LADAKH,DUAL DIESEL/LNG,0
2008,LAKSHADWEEP,DUAL DIESEL/LNG,0
2008,MADHYA PRADESH,DUAL DIESEL/LNG,0
2008,MAHARASHTRA,DUAL DIESEL/LNG,0
2008,MANIPUR,DUAL DIESEL/LNG,0
2008,MEGHALAYA,DUAL DIESEL/LNG,0
2008,MIZORAM,DUAL DIESEL/LNG,0
2008,NAGALAND,DUAL DIESEL/LNG,0
2008,ODISHA,DUAL DIESEL/LNG,0
2008,PUDUCHERRY,DUAL DIESEL/LNG,0
2008,PUNJAB,DUAL DIESEL/LNG,0
2008,RAJASTHAN,DUAL DIESEL/LNG,0
2008,SIKKIM,DUAL DIESEL/LNG,0
2008,TAMIL NADU,DUAL DIESEL/LNG,0
2008,TRIPURA,DUAL DIESEL/LNG,0
2008,UT OF DNH AND DD,DUAL DIESEL/LNG,0
2008,UTTARAKHAND,DUAL DIESEL/LNG,0
2008,UTTAR PRADESH,DUAL DIESEL/LNG,0
2008,WEST BENGAL,DUAL DIESEL/LNG,0
2008,ANDAMAN & NICOBAR ISLAND,ELECTRIC(BOV),0
2008,ANDHRA PRADESH,ELECTRIC(BOV),15
2008,ARUNACHAL PRADESH,ELECTRIC(BOV),0
2008,ASSAM,ELECTRIC(BOV),5
2008,BIHAR,ELECTRIC(BOV),0
2008,CHANDIGARH,ELECTRIC(BOV),0
2008,CHHATTISGARH,ELECTRIC(BOV),1
2008,DELHI,ELECTRIC(BOV),66
2008,GOA,ELECTRIC(BOV),3
2008,GUJARAT,ELECTRIC(BOV),10
2008,HARYANA,ELECTRIC(BOV),0
2008,HIMACHAL PRADESH,ELECTRIC(BOV),3
2008,JAMMU AND KASHMIR,ELECTRIC(BOV),1
2008,JHARKHAND,ELECTRIC(BOV),0
2008,KARNATAKA,ELECTRIC(BOV),337
2008,KERALA,ELECTRIC(BOV),2
2008,LADAKH,ELECTRIC(BOV),0
2008,LAKSHADWEEP,ELECTRIC(BOV),0
2008,MADHYA PRADESH,ELECTRIC(BOV),3
2008,MAHARASHTRA,ELECTRIC(BOV),28
2008,MANIPUR,ELECTRIC(BOV),0
2008,MEGHALAYA,ELECTRIC(BOV),2
2008,MIZORAM,ELECTRIC(BOV),1
2008,NAGALAND,ELECTRIC(BOV),0
2008,ODISHA,ELECTRIC(BOV),0
2008,PUDUCHERRY,ELECTRIC(BOV),4
2008,PUNJAB,ELECTRIC(BOV),3
2008,RAJASTHAN,ELECTRIC(BOV),9
2008,SIKKIM,ELECTRIC(BOV),0
2008,TAMIL NADU,ELECTRIC(BOV),102
2008,TRIPURA,ELECTRIC(BOV),0
2008,UT OF DNH AND DD,ELECTRIC(BOV),0
2008,UTTARAKHAND,ELECTRIC(BOV),0
2008,UTTAR PRADESH,ELECTRIC(BOV),6
2008,WEST BENGAL,ELECTRIC(BOV),3
2008,ANDAMAN & NICOBAR ISLAND,ETHANOL,0
2008,ANDHRA PRADESH,ETHANOL,0
2008,ARUNACHAL PRADESH,ETHANOL,0
2008,ASSAM,ETHANOL,0
2008,BIHAR,ETHANOL,0
2008,CHANDIGARH,ETHANOL,0
2008,CHHATTISGARH,ETHANOL,0
2008,DELHI,ETHANOL,0
2008,GOA,ETHANOL,0
2008,GUJARAT,ETHANOL,0
2008,HARYANA,ETHANOL,0
2008,HIMACHAL PRADESH,ETHANOL,0
2008,JAMMU AND KASHMIR,ETHANOL,0
2008,JHARKHAND,ETHANOL,0
2008,KARNATAKA,ETHANOL,0
2008,KERALA,ETHANOL,0
2008,LADAKH,ETHANOL,0
2008,LAKSHADWEEP,ETHANOL,0
2008,MADHYA PRADESH,ETHANOL,0
2008,MAHARASHTRA,ETHANOL,0
2008,MANIPUR,ETHANOL,0
2008,MEGHALAYA,ETHANOL,0
2008,MIZORAM,ETHANOL,0
2008,NAGALAND,ETHANOL,0
2008,ODISHA,ETHANOL,0
2008,PUDUCHERRY,ETHANOL,0
2008,PUNJAB,ETHANOL,0
2008,RAJASTHAN,ETHANOL,0
2008,SIKKIM,ETHANOL,0
2008,TAMIL NADU,ETHANOL,0
2008,TRIPURA,ETHANOL,0
2008,UT OF DNH AND DD,ETHANOL,0
2008,UTTARAKHAND,ETHANOL,0
2008,UTTAR PRADESH,ETHANOL,0
2008,WEST BENGAL,ETHANOL,0
2008,ANDAMAN & NICOBAR ISLAND,FUEL CELL HYDROGEN,0
2008,ANDHRA PRADESH,FUEL CELL HYDROGEN,0
2008,ARUNACHAL PRADESH,FUEL CELL HYDROGEN,0
2008,ASSAM,FUEL CELL HYDROGEN,0
2008,BIHAR,FUEL CELL HYDROGEN,0
2008,CHANDIGARH,FUEL CELL HYDROGEN,0
2008,CHHATTISGARH,FUEL CELL HYDROGEN,1
2008,DELHI,FUEL CELL HYDROGEN,0
2008,GOA,FUEL CELL HYDROGEN,0
2008,GUJARAT,FUEL CELL HYDROGEN,0
2008,HARYANA,FUEL CELL HYDROGEN,0
2008,HIMACHAL PRADESH,FUEL CELL HYDROGEN,0
2008,JAMMU AND KASHMIR,FUEL CELL HYDROGEN,0
2008,JHARKHAND,FUEL CELL HYDROGEN,0
2008,KARNATAKA,FUEL CELL HYDROGEN,0
2008,KERALA,FUEL CELL HYDROGEN,0
2008,LADAKH,FUEL CELL HYDROGEN,0
2008,LAKSHADWEEP,FUEL CELL HYDROGEN,0
2008,MADHYA PRADESH,FUEL CELL HYDROGEN,0
2008,MAHARASHTRA,FUEL CELL HYDROGEN,0
2008,MANIPUR,FUEL CELL HYDROGEN,0
2008,MEGHALAYA,FUEL CELL HYDROGEN,0
2008,MIZORAM,FUEL CELL HYDROGEN,0
2008,NAGALAND,FUEL CELL HYDROGEN,0
2008,ODISHA,FUEL CELL HYDROGEN,0
2008,PUDUCHERRY,FUEL CELL HYDROGEN,0
2008,PUNJAB,FUEL CELL HYDROGEN,0
2008,RAJASTHAN,FUEL CELL HYDROGEN,0
2008,SIKKIM,FUEL CELL HYDROGEN,0
2008,TAMIL NADU,FUEL CELL HYDROGEN,0
2008,TRIPURA,FUEL CELL HYDROGEN,0
2008,UT OF DNH AND DD,FUEL CELL HYDROGEN,0
2008,UTTARAKHAND,FUEL CELL HYDROGEN,0
2008,UTTAR PRADESH,FUEL CELL HYDROGEN,0
2008,WEST BENGAL,FUEL CELL HYDROGEN,0
2008,ANDAMAN & NICOBAR ISLAND,LNG,0
2008,ANDHRA PRADESH,LNG,0
2008,ARUNACHAL PRADESH,LNG,0
2008,ASSAM,LNG,0
2008,BIHAR,LNG,0
2008,CHANDIGARH,LNG,0
2008,CHHATTISGARH,LNG,0
2008,DELHI,LNG,0
2008,GOA,LNG,0
2008,GUJARAT,LNG,0
2008,HARYANA,LNG,0
2008,HIMACHAL PRADESH,LNG,0
2008,JAMMU AND KASHMIR,LNG,0
2008,JHARKHAND,LNG,0
2008,KARNATAKA,LNG,0
2008,KERALA,LNG,0
2008,LADAKH,LNG,0
2008,LAKSHADWEEP,LNG,0
2008,MADHYA PRADESH,LNG,0
2008,MAHARASHTRA,LNG,0
2008,MANIPUR,LNG,0
2008,MEGHALAYA,LNG,0
2008,MIZORAM,LNG,0
2008,NAGALAND,LNG,0
2008,ODISHA,LNG,0
2008,PUDUCHERRY,LNG,0
2008,PUNJAB,LNG,0
2008,RAJASTHAN,LNG,0
2008,SIKKIM,LNG,0
2008,TAMIL NADU,LNG,0
2008,TRIPURA,LNG,0
2008,UT OF DNH AND DD,LNG,0
2008,UTTARAKHAND,LNG,0
2008,UTTAR PRADESH,LNG,0
2008,WEST BENGAL,LNG,0
2008,ANDAMAN & NICOBAR ISLAND,LPG ONLY,0
2008,ANDHRA PRADESH,LPG ONLY,17
2008,ARUNACHAL PRADESH,LPG ONLY,0
2008,ASSAM,LPG ONLY,6
2008,BIHAR,LPG ONLY,0
2008,CHANDIGARH,LPG ONLY,0
2008,CHHATTISGARH,LPG ONLY,48
2008,DELHI,LPG ONLY,215
2008,GOA,LPG ONLY,0
2008,GUJARAT,LPG ONLY,4
2008,HARYANA,LPG ONLY,88
2008,HIMACHAL PRADESH,LPG ONLY,0
2008,JAMMU AND KASHMIR,LPG ONLY,0
2008,JHARKHAND,LPG ONLY,0
2008,KARNATAKA,LPG ONLY,258
2008,KERALA,LPG ONLY,86
2008,LADAKH,LPG ONLY,0
2008,LAKSHADWEEP,LPG ONLY,0
2008,MADHYA PRADESH,LPG ONLY,89
2008,MAHARASHTRA,LPG ONLY,27
2008,MANIPUR,LPG ONLY,0
2008,MEGHALAYA,LPG ONLY,2
2008,MIZORAM,LPG ONLY,0
2008,NAGALAND,LPG ONLY,1
2008,ODISHA,LPG ONLY,12
2008,PUDUCHERRY,LPG ONLY,4
2008,PUNJAB,LPG ONLY,51
2008,RAJASTHAN,LPG ONLY,459
2008,SIKKIM,LPG ONLY,0
2008,TAMIL NADU,LPG ONLY,67
2008,TRIPURA,LPG ONLY,0
2008,UT OF DNH AND DD,LPG ONLY,0
2008,UTTARAKHAND,LPG ONLY,12
2008,UTTAR PRADESH,LPG ONLY,106
2008,WEST BENGAL,LPG ONLY,12
2008,ANDAMAN & NICOBAR ISLAND,METHANOL,0
2008,ANDHRA PRADESH,METHANOL,0
2008,ARUNACHAL PRADESH,METHANOL,0
2008,ASSAM,METHANOL,0
2008,BIHAR,METHANOL,0
2008,CHANDIGARH,METHANOL,0
2008,CHHATTISGARH,METHANOL,1
2008,DELHI,METHANOL,0
2008,GOA,METHANOL,0
2008,GUJARAT,METHANOL,0
2008,HARYANA,METHANOL,0
2008,HIMACHAL PRADESH,METHANOL,0
2008,JAMMU AND KASHMIR,METHANOL,0
2008,JHARKHAND,METHANOL,0
2008,KARNATAKA,METHANOL,0
2008,KERALA,METHANOL,0
2008,LADAKH,METHANOL,0
2008,LAKSHADWEEP,METHANOL,0
2008,MADHYA PRADESH,METHANOL,0
2008,MAHARASHTRA,METHANOL,0
2008,MANIPUR,METHANOL,0
2008,MEGHALAYA,METHANOL,0
2008,MIZORAM,METHANOL,0
2008,NAGALAND,METHANOL,0
2008,ODISHA,METHANOL,0
2008,PUDUCHERRY,METHANOL,0
2008,PUNJAB,METHANOL,0
2008,RAJASTHAN,METHANOL,0
2008,SIKKIM,METHANOL,0
2008,TAMIL NADU,METHANOL,0
2008,TRIPURA,METHANOL,0
2008,UT OF DNH AND DD,METHANOL,0
2008,UTTARAKHAND,METHANOL,0
2008,UTTAR PRADESH,METHANOL,0
2008,WEST BENGAL,METHANOL,0
2008,ANDAMAN & NICOBAR ISLAND,NOT APPLICABLE,0
2008,ANDHRA PRADESH,NOT APPLICABLE,"15,993"
2008,ARUNACHAL PRADESH,NOT APPLICABLE,24
2008,ASSAM,NOT APPLICABLE,4
2008,BIHAR,NOT APPLICABLE,140
2008,CHANDIGARH,NOT APPLICABLE,2
2008,CHHATTISGARH,NOT APPLICABLE,79
2008,DELHI,NOT APPLICABLE,0
2008,GOA,NOT APPLICABLE,2
2008,GUJARAT,NOT APPLICABLE,962
2008,HARYANA,NOT APPLICABLE,"2,397"
2008,HIMACHAL PRADESH,NOT APPLICABLE,11
2008,JAMMU AND KASHMIR,NOT APPLICABLE,1
2008,JHARKHAND,NOT APPLICABLE,9
2008,KARNATAKA,NOT APPLICABLE,"9,888"
2008,KERALA,NOT APPLICABLE,14
2008,LADAKH,NOT APPLICABLE,0
2008,LAKSHADWEEP,NOT APPLICABLE,0
2008,MADHYA PRADESH,NOT APPLICABLE,"5,998"
2008,MAHARASHTRA,NOT APPLICABLE,"2,461"
2008,MANIPUR,NOT APPLICABLE,12
2008,MEGHALAYA,NOT APPLICABLE,22
2008,MIZORAM,NOT APPLICABLE,2
2008,NAGALAND,NOT APPLICABLE,0
2008,ODISHA,NOT APPLICABLE,75
2008,PUDUCHERRY,NOT APPLICABLE,2
2008,PUNJAB,NOT APPLICABLE,213
2008,RAJASTHAN,NOT APPLICABLE,93
2008,SIKKIM,NOT APPLICABLE,4
2008,TAMIL NADU,NOT APPLICABLE,"2,816"
2008,TRIPURA,NOT APPLICABLE,8
2008,UT OF DNH AND DD,NOT APPLICABLE,1
2008,UTTARAKHAND,NOT APPLICABLE,6
2008,UTTAR PRADESH,NOT APPLICABLE,30
2008,WEST BENGAL,NOT APPLICABLE,42
2008,ANDAMAN & NICOBAR ISLAND,PETROL,882
2008,ANDHRA PRADESH,PETROL,"13,081"
2008,ARUNACHAL PRADESH,PETROL,"1,993"
2008,ASSAM,PETROL,"14,022"
2008,BIHAR,PETROL,"3,997"
2008,CHANDIGARH,PETROL,"8,971"
2008,CHHATTISGARH,PETROL,"10,470"
2008,DELHI,PETROL,"58,429"
2008,GOA,PETROL,"7,921"
2008,GUJARAT,PETROL,"29,203"
2008,HARYANA,PETROL,"44,360"
2008,HIMACHAL PRADESH,PETROL,"16,146"
2008,JAMMU AND KASHMIR,PETROL,"12,343"
2008,JHARKHAND,PETROL,"11,494"
2008,KARNATAKA,PETROL,"76,473"
2008,KERALA,PETROL,"78,582"
2008,LADAKH,PETROL,277
2008,LAKSHADWEEP,PETROL,16
2008,MADHYA PRADESH,PETROL,"20,592"
2008,MAHARASHTRA,PETROL,"96,647"
2008,MANIPUR,PETROL,"3,883"
2008,MEGHALAYA,PETROL,"5,416"
2008,MIZORAM,PETROL,"1,630"
2008,NAGALAND,PETROL,"2,632"
2008,ODISHA,PETROL,"8,901"
2008,PUDUCHERRY,PETROL,"1,582"
2008,PUNJAB,PETROL,"45,898"
2008,RAJASTHAN,PETROL,"27,434"
2008,SIKKIM,PETROL,370
2008,TAMIL NADU,PETROL,"55,238"
2008,TRIPURA,PETROL,"1,335"
2008,UT OF DNH AND DD,PETROL,"1,291"
2008,UTTARAKHAND,PETROL,"12,891"
2008,UTTAR PRADESH,PETROL,"57,733"
2008,WEST BENGAL,PETROL,"28,875"
2008,ANDAMAN & NICOBAR ISLAND,PETROL/CNG,0
2008,ANDHRA PRADESH,PETROL/CNG,159
2008,ARUNACHAL PRADESH,PETROL/CNG,2
2008,ASSAM,PETROL/CNG,22
2008,BIHAR,PETROL/CNG,71
2008,CHANDIGARH,PETROL/CNG,140
2008,CHHATTISGARH,PETROL/CNG,22
2008,DELHI,PETROL/CNG,"26,541"
2008,GOA,PETROL/CNG,24
2008,GUJARAT,PETROL/CNG,"35,408"
2008,HARYANA,PETROL/CNG,"10,440"
2008,HIMACHAL PRADESH,PETROL/CNG,168
2008,JAMMU AND KASHMIR,PETROL/CNG,12
2008,JHARKHAND,PETROL/CNG,17
2008,KARNATAKA,PETROL/CNG,474
2008,KERALA,PETROL/CNG,249
2008,LADAKH,PETROL/CNG,2
2008,LAKSHADWEEP,PETROL/CNG,0
2008,MADHYA PRADESH,PETROL/CNG,786
2008,MAHARASHTRA,PETROL/CNG,"12,793"
2008,MANIPUR,PETROL/CNG,12
2008,MEGHALAYA,PETROL/CNG,11
2008,MIZORAM,PETROL/CNG,2
2008,NAGALAND,PETROL/CNG,4
2008,ODISHA,PETROL/CNG,19
2008,PUDUCHERRY,PETROL/CNG,5
2008,PUNJAB,PETROL/CNG,"1,710"
2008,RAJASTHAN,PETROL/CNG,898
2008,SIKKIM,PETROL/CNG,1
2008,TAMIL NADU,PETROL/CNG,66
2008,TRIPURA,PETROL/CNG,32
2008,UT OF DNH AND DD,PETROL/CNG,124
2008,UTTARAKHAND,PETROL/CNG,145
2008,UTTAR PRADESH,PETROL/CNG,"10,020"
2008,WEST BENGAL,PETROL/CNG,25
2008,ANDAMAN & NICOBAR ISLAND,PETROL/ETHANOL,0
2008,ANDHRA PRADESH,PETROL/ETHANOL,0
2008,ARUNACHAL PRADESH,PETROL/ETHANOL,0
2008,ASSAM,PETROL/ETHANOL,0
2008,BIHAR,PETROL/ETHANOL,0
2008,CHANDIGARH,PETROL/ETHANOL,0
2008,CHHATTISGARH,PETROL/ETHANOL,0
2008,DELHI,PETROL/ETHANOL,0
2008,GOA,PETROL/ETHANOL,0
2008,GUJARAT,PETROL/ETHANOL,0
2008,HARYANA,PETROL/ETHANOL,0
2008,HIMACHAL PRADESH,PETROL/ETHANOL,0
2008,JAMMU AND KASHMIR,PETROL/ETHANOL,0
2008,JHARKHAND,PETROL/ETHANOL,0
2008,KARNATAKA,PETROL/ETHANOL,0
2008,KERALA,PETROL/ETHANOL,0
2008,LADAKH,PETROL/ETHANOL,0
2008,LAKSHADWEEP,PETROL/ETHANOL,0
2008,MADHYA PRADESH,PETROL/ETHANOL,0
2008,MAHARASHTRA,PETROL/ETHANOL,0
2008,MANIPUR,PETROL/ETHANOL,0
2008,MEGHALAYA,PETROL/ETHANOL,0
2008,MIZORAM,PETROL/ETHANOL,0
2008,NAGALAND,PETROL/ETHANOL,0
2008,ODISHA,PETROL/ETHANOL,0
2008,PUDUCHERRY,PETROL/ETHANOL,0
2008,PUNJAB,PETROL/ETHANOL,0
2008,RAJASTHAN,PETROL/ETHANOL,0
2008,SIKKIM,PETROL/ETHANOL,0
2008,TAMIL NADU,PETROL/ETHANOL,0
2008,TRIPURA,PETROL/ETHANOL,0
2008,UT OF DNH AND DD,PETROL/ETHANOL,0
2008,UTTARAKHAND,PETROL/ETHANOL,0
2008,UTTAR PRADESH,PETROL/ETHANOL,0
2008,WEST BENGAL,PETROL/ETHANOL,0
2008,ANDAMAN & NICOBAR ISLAND,PETROL/HYBRID,0
2008,ANDHRA PRADESH,PETROL/HYBRID,0
2008,ARUNACHAL PRADESH,PETROL/HYBRID,0
2008,ASSAM,PETROL/HYBRID,0
2008,BIHAR,PETROL/HYBRID,0
2008,CHANDIGARH,PETROL/HYBRID,0
2008,CHHATTISGARH,PETROL/HYBRID,0
2008,DELHI,PETROL/HYBRID,0
2008,GOA,PETROL/HYBRID,0
2008,GUJARAT,PETROL/HYBRID,1
2008,HARYANA,PETROL/HYBRID,0
2008,HIMACHAL PRADESH,PETROL/HYBRID,0
2008,JAMMU AND KASHMIR,PETROL/HYBRID,0
2008,JHARKHAND,PETROL/HYBRID,0
2008,KARNATAKA,PETROL/HYBRID,0
2008,KERALA,PETROL/HYBRID,0
2008,LADAKH,PETROL/HYBRID,0
2008,LAKSHADWEEP,PETROL/HYBRID,0
2008,MADHYA PRADESH,PETROL/HYBRID,0
2008,MAHARASHTRA,PETROL/HYBRID,1
2008,MANIPUR,PETROL/HYBRID,0
2008,MEGHALAYA,PETROL/HYBRID,0
2008,MIZORAM,PETROL/HYBRID,0
2008,NAGALAND,PETROL/HYBRID,0
2008,ODISHA,PETROL/HYBRID,0
2008,PUDUCHERRY,PETROL/HYBRID,0
2008,PUNJAB,PETROL/HYBRID,0
2008,RAJASTHAN,PETROL/HYBRID,1
2008,SIKKIM,PETROL/HYBRID,0
2008,TAMIL NADU,PETROL/HYBRID,0
2008,TRIPURA,PETROL/HYBRID,0
2008,UT OF DNH AND DD,PETROL/HYBRID,0
2008,UTTARAKHAND,PETROL/HYBRID,0
2008,UTTAR PRADESH,PETROL/HYBRID,0
2008,WEST BENGAL,PETROL/HYBRID,0
2008,ANDAMAN & NICOBAR ISLAND,PETROL/LPG,5
2008,ANDHRA PRADESH,PETROL/LPG,"3,525"
2008,ARUNACHAL PRADESH,PETROL/LPG,4
2008,ASSAM,PETROL/LPG,49
2008,BIHAR,PETROL/LPG,14
2008,CHANDIGARH,PETROL/LPG,194
2008,CHHATTISGARH,PETROL/LPG,"1,046"
2008,DELHI,PETROL/LPG,847
2008,GOA,PETROL/LPG,414
2008,GUJARAT,PETROL/LPG,"2,378"
2008,HARYANA,PETROL/LPG,"2,349"
2008,HIMACHAL PRADESH,PETROL/LPG,252
2008,JAMMU AND KASHMIR,PETROL/LPG,73
2008,JHARKHAND,PETROL/LPG,7
2008,KARNATAKA,PETROL/LPG,"7,049"
2008,KERALA,PETROL/LPG,"4,157"
2008,LADAKH,PETROL/LPG,0
2008,LAKSHADWEEP,PETROL/LPG,0
2008,MADHYA PRADESH,PETROL/LPG,"6,351"
2008,MAHARASHTRA,PETROL/LPG,"10,496"
2008,MANIPUR,PETROL/LPG,3
2008,MEGHALAYA,PETROL/LPG,16
2008,MIZORAM,PETROL/LPG,4
2008,NAGALAND,PETROL/LPG,2
2008,ODISHA,PETROL/LPG,607
2008,PUDUCHERRY,PETROL/LPG,192
2008,PUNJAB,PETROL/LPG,866
2008,RAJASTHAN,PETROL/LPG,"10,450"
2008,SIKKIM,PETROL/LPG,1
2008,TAMIL NADU,PETROL/LPG,"9,853"
2008,TRIPURA,PETROL/LPG,1
2008,UT OF DNH AND DD,PETROL/LPG,43
2008,UTTARAKHAND,PETROL/LPG,614
2008,UTTAR PRADESH,PETROL/LPG,"9,547"
2008,WEST BENGAL,PETROL/LPG,"1,382"
2008,ANDAMAN & NICOBAR ISLAND,PETROL/METHANOL,0
2008,ANDHRA PRADESH,PETROL/METHANOL,0
2008,ARUNACHAL PRADESH,PETROL/METHANOL,0
2008,ASSAM,PETROL/METHANOL,0
2008,BIHAR,PETROL/METHANOL,0
2008,CHANDIGARH,PETROL/METHANOL,0
2008,CHHATTISGARH,PETROL/METHANOL,0
2008,DELHI,PETROL/METHANOL,0
2008,GOA,PETROL/METHANOL,0
2008,GUJARAT,PETROL/METHANOL,0
2008,HARYANA,PETROL/METHANOL,0
2008,HIMACHAL PRADESH,PETROL/METHANOL,0
2008,JAMMU AND KASHMIR,PETROL/METHANOL,0
2008,JHARKHAND,PETROL/METHANOL,0
2008,KARNATAKA,PETROL/METHANOL,0
2008,KERALA,PETROL/METHANOL,0
2008,LADAKH,PETROL/METHANOL,0
2008,LAKSHADWEEP,PETROL/METHANOL,0
2008,MADHYA PRADESH,PETROL/METHANOL,0
2008,MAHARASHTRA,PETROL/METHANOL,0
2008,MANIPUR,PETROL/METHANOL,0
2008,MEGHALAYA,PETROL/METHANOL,0
2008,MIZORAM,PETROL/METHANOL,0
2008,NAGALAND,PETROL/METHANOL,0
2008,ODISHA,PETROL/METHANOL,0
2008,PUDUCHERRY,PETROL/METHANOL,0
2008,PUNJAB,PETROL/METHANOL,0
2008,RAJASTHAN,PETROL/METHANOL,0
2008,SIKKIM,PETROL/METHANOL,0
2008,TAMIL NADU,PETROL/METHANOL,0
2008,TRIPURA,PETROL/METHANOL,0
2008,UT OF DNH AND DD,PETROL/METHANOL,0
2008,UTTARAKHAND,PETROL/METHANOL,0
2008,UTTAR PRADESH,PETROL/METHANOL,0
2008,WEST BENGAL,PETROL/METHANOL,0
2008,ANDAMAN & NICOBAR ISLAND,PLUG-IN HYBRID EV,0
2008,ANDHRA PRADESH,PLUG-IN HYBRID EV,0
2008,ARUNACHAL PRADESH,PLUG-IN HYBRID EV,0
2008,ASSAM,PLUG-IN HYBRID EV,0
2008,BIHAR,PLUG-IN HYBRID EV,0
2008,CHANDIGARH,PLUG-IN HYBRID EV,0
2008,CHHATTISGARH,PLUG-IN HYBRID EV,0
2008,DELHI,PLUG-IN HYBRID EV,0
2008,GOA,PLUG-IN HYBRID EV,0
2008,GUJARAT,PLUG-IN HYBRID EV,0
2008,HARYANA,PLUG-IN HYBRID EV,0
2008,HIMACHAL PRADESH,PLUG-IN HYBRID EV,0
2008,JAMMU AND KASHMIR,PLUG-IN HYBRID EV,0
2008,JHARKHAND,PLUG-IN HYBRID EV,0
2008,KARNATAKA,PLUG-IN HYBRID EV,0
2008,KERALA,PLUG-IN HYBRID EV,0
2008,LADAKH,PLUG-IN HYBRID EV,0
2008,LAKSHADWEEP,PLUG-IN HYBRID EV,0
2008,MADHYA PRADESH,PLUG-IN HYBRID EV,0
2008,MAHARASHTRA,PLUG-IN HYBRID EV,0
2008,MANIPUR,PLUG-IN HYBRID EV,0
2008,MEGHALAYA,PLUG-IN HYBRID EV,0
2008,MIZORAM,PLUG-IN HYBRID EV,0
2008,NAGALAND,PLUG-IN HYBRID EV,0
2008,ODISHA,PLUG-IN HYBRID EV,0
2008,PUDUCHERRY,PLUG-IN HYBRID EV,0
2008,PUNJAB,PLUG-IN HYBRID EV,0
2008,RAJASTHAN,PLUG-IN HYBRID EV,0
2008,SIKKIM,PLUG-IN HYBRID EV,0
2008,TAMIL NADU,PLUG-IN HYBRID EV,0
2008,TRIPURA,PLUG-IN HYBRID EV,0
2008,UT OF DNH AND DD,PLUG-IN HYBRID EV,0
2008,UTTARAKHAND,PLUG-IN HYBRID EV,0
2008,UTTAR PRADESH,PLUG-IN HYBRID EV,0
2008,WEST BENGAL,PLUG-IN HYBRID EV,0
2008,ANDAMAN & NICOBAR ISLAND,PURE EV,0
2008,ANDHRA PRADESH,PURE EV,0
2008,ARUNACHAL PRADESH,PURE EV,0
2008,ASSAM,PURE EV,0
2008,BIHAR,PURE EV,0
2008,CHANDIGARH,PURE EV,0
2008,CHHATTISGARH,PURE EV,0
