year,month,Fuel_Type,value,fuel_category
2009,5,DIESEL,61156.0,Diesel
2009,5,DIESEL/HYBRID,3.0,Diesel
2009,5,ELECTRIC(BOV),21.0,Electric (EV)
2009,5,FUEL CELL HYDROGEN,0.0,Electric (EV)
2009,5,LNG,0.0,Alternative Fuels
2009,5,LPG ONLY,70.0,CNG/LPG
2009,5,NOT APPLICABLE,2964.0,Unknown/Other
2009,5,PETROL,66922.0,Petrol
2009,5,PETROL/CNG,8670.0,Petrol
2009,5,PETROL/HYBRID,0.0,Petrol
2009,5,PETROL/LPG,6762.0,Petrol
2009,5,SOLAR,1.0,Alternative Fuels
2009,6,CNG ONLY,18.0,CNG/LPG
2009,6,DIESEL,66687.0,Diesel
2009,6,DIESEL/HYBRID,4.0,Diesel
2009,6,ELECTRIC(BOV),21.0,Electric (EV)
2009,6,FUEL CELL HYDROGEN,0.0,Electric (EV)
2009,6,LNG,0.0,Alternative Fuels
2009,6,LPG ONLY,61.0,CNG/LPG
2009,6,NOT APPLICABLE,2934.0,Unknown/Other
2009,6,PETROL,69070.0,Petrol
2009,6,PETROL/CNG,8320.0,Petrol
2009,6,PETROL/HYBRID,1.0,Petrol
2009,6,PETROL/LPG,7073.0,Petrol
2009,6,SOLAR,1.0,Alternative Fuels
2009,7,CNG ONLY,37.0,CNG/LPG
2009,7,DIESEL,69155.0,Diesel
2009,7,DIESEL/HYBRID,3.0,Diesel
2009,7,ELECTRIC(BOV),39.0,Electric (EV)
2009,7,FUEL CELL HYDROGEN,0.0,Electric (EV)
2009,7,LNG,0.0,Alternative Fuels
2009,7,LPG ONLY,73.0,CNG/LPG
2009,7,NOT APPLICABLE,3308.0,Unknown/Other
2009,7,PETROL,70510.0,Petrol
2009,7,PETROL/CNG,8399.0,Petrol
2009,7,PETROL/HYBRID,1.0,Petrol
2009,7,PETROL/LPG,7239.0,Petrol
2009,7,SOLAR,2.0,Alternative Fuels
2009,8,CNG ONLY,26.0,CNG/LPG
2009,8,DIESEL,61777.0,Diesel
2009,8,DIESEL/HYBRID,1.0,Diesel
2009,8,ELECTRIC(BOV),26.0,Electric (EV)
2009,8,FUEL CELL HYDROGEN,0.0,Electric (EV)
2009,8,LNG,0.0,Alternative Fuels
2009,8,LPG ONLY,61.0,CNG/LPG
2009,8,NOT APPLICABLE,3015.0,Unknown/Other
2009,8,PETROL,72164.0,Petrol
2009,8,PETROL/CNG,8717.0,Petrol
2009,8,PETROL/HYBRID,0.0,Petrol
2009,8,PETROL/LPG,6701.0,Petrol
2009,8,SOLAR,2.0,Alternative Fuels
2009,9,CNG ONLY,15.0,CNG/LPG
2009,9,DIESEL,64159.0,Diesel
2009,9,DIESEL/HYBRID,3.0,Diesel
2009,9,ELECTRIC(BOV),40.0,Electric (EV)
2009,9,FUEL CELL HYDROGEN,0.0,Electric (EV)
2009,9,LNG,0.0,Alternative Fuels
2009,9,LPG ONLY,61.0,CNG/LPG
2009,9,NOT APPLICABLE,3067.0,Unknown/Other
2009,9,PETROL,74782.0,Petrol
2009,9,PETROL/CNG,9201.0,Petrol
2009,9,PETROL/HYBRID,1.0,Petrol
2009,9,PETROL/LPG,6983.0,Petrol
2009,9,SOLAR,0.0,Alternative Fuels
2009,10,CNG ONLY,23.0,CNG/LPG
2009,10,DIESEL,77377.0,Diesel
2009,10,DIESEL/HYBRID,0.0,Diesel
2009,10,ELECTRIC(BOV),32.0,Electric (EV)
2009,10,FUEL CELL HYDROGEN,1.0,Electric (EV)
2009,10,LNG,0.0,Alternative Fuels
2009,10,LPG ONLY,60.0,CNG/LPG
2009,10,NOT APPLICABLE,3029.0,Unknown/Other
2009,10,PETROL,95602.0,Petrol
2009,10,PETROL/CNG,12527.0,Petrol
2009,10,PETROL/HYBRID,2.0,Petrol
2009,10,PETROL/LPG,9343.0,Petrol
2009,10,SOLAR,1.0,Alternative Fuels
2009,11,CNG ONLY,18.0,CNG/LPG
2009,11,DIESEL,70637.0,Diesel
2009,11,DIESEL/HYBRID,3.0,Diesel
2009,11,ELECTRIC(BOV),32.0,Electric (EV)
2009,11,FUEL CELL HYDROGEN,0.0,Electric (EV)
2009,11,LNG,0.0,Alternative Fuels
2009,11,LPG ONLY,44.0,CNG/LPG
2009,11,NOT APPLICABLE,3309.0,Unknown/Other
2009,11,PETROL,79342.0,Petrol
2009,11,PETROL/CNG,9723.0,Petrol
2009,11,PETROL/HYBRID,0.0,Petrol
2009,11,PETROL/LPG,7453.0,Petrol
2009,11,SOLAR,0.0,Alternative Fuels
2009,12,CNG ONLY,29.0,CNG/LPG
2009,12,DIESEL,64931.0,Diesel
2009,12,DIESEL/HYBRID,3.0,Diesel
2009,12,ELECTRIC(BOV),18.0,Electric (EV)
2009,12,FUEL CELL HYDROGEN,0.0,Electric (EV)
2009,12,LNG,0.0,Alternative Fuels
2009,12,LPG ONLY,47.0,CNG/LPG
2009,12,NOT APPLICABLE,2897.0,Unknown/Other
2009,12,PETROL,75286.0,Petrol
2009,12,PETROL/CNG,8872.0,Petrol
2009,12,PETROL/HYBRID,1.0,Petrol
2009,12,PETROL/LPG,6581.0,Petrol
2009,12,SOLAR,3.0,Alternative Fuels
2010,1,CNG ONLY,34.0,CNG/LPG
2010,1,DIESEL,80016.0,Diesel
2010,1,DIESEL/HYBRID,6.0,Diesel
2010,1,ELECTRIC(BOV),15.0,Electric (EV)
2010,1,ETHANOL,0.0,Alternative Fuels
2010,1,LPG ONLY,70.0,CNG/LPG
2010,1,METHANOL,0.0,Alternative Fuels
2010,1,NOT APPLICABLE,3234.0,Unknown/Other
2010,1,PETROL,96576.0,Petrol
2010,1,PETROL/CNG,13005.0,Petrol
2010,1,PETROL/HYBRID,0.0,Petrol
2010,1,PETROL/LPG,9354.0,Petrol
2010,1,PETROL/METHANOL,0.0,Petrol
2010,1,SOLAR,1.0,Alternative Fuels
2010,2,CNG ONLY,19.0,CNG/LPG
2010,2,DIESEL,82071.0,Diesel
2010,2,DIESEL/HYBRID,2.0,Diesel
2010,2,ELECTRIC(BOV),14.0,Electric (EV)
2010,2,ETHANOL,0.0,Alternative Fuels
2010,2,LPG ONLY,49.0,CNG/LPG
2010,2,METHANOL,0.0,Alternative Fuels
2010,2,NOT APPLICABLE,4094.0,Unknown/Other
2010,2,PETROL,86247.0,Petrol
2010,2,PETROL/CNG,11602.0,Petrol
2010,2,PETROL/HYBRID,0.0,Petrol
2010,2,PETROL/LPG,7831.0,Petrol
2010,2,PETROL/METHANOL,0.0,Petrol
2010,2,SOLAR,0.0,Alternative Fuels
2010,3,CNG ONLY,44.0,CNG/LPG
2010,3,DIESEL,99148.0,Diesel
2010,3,DIESEL/HYBRID,4.0,Diesel
2010,3,ELECTRIC(BOV),31.0,Electric (EV)
2010,3,ETHANOL,0.0,Alternative Fuels
2010,3,LPG ONLY,50.0,CNG/LPG
2010,3,METHANOL,1.0,Alternative Fuels
2010,3,NOT APPLICABLE,4891.0,Unknown/Other
2010,3,PETROL,107626.0,Petrol
2010,3,PETROL/CNG,14654.0,Petrol
2010,3,PETROL/HYBRID,1.0,Petrol
2010,3,PETROL/LPG,9236.0,Petrol
2010,3,PETROL/METHANOL,0.0,Petrol
2010,3,SOLAR,1.0,Alternative Fuels
2010,4,CNG ONLY,39.0,CNG/LPG
2010,4,DIESEL,78183.0,Diesel
2010,4,DIESEL/HYBRID,2.0,Diesel
2010,4,ELECTRIC(BOV),19.0,Electric (EV)
2010,4,ETHANOL,1.0,Alternative Fuels
2010,4,LPG ONLY,28.0,CNG/LPG
2010,4,METHANOL,0.0,Alternative Fuels
2010,4,NOT APPLICABLE,3692.0,Unknown/Other
2010,4,PETROL,77992.0,Petrol
2010,4,PETROL/CNG,10564.0,Petrol
2010,4,PETROL/HYBRID,0.0,Petrol
2010,4,PETROL/LPG,6517.0,Petrol
2010,4,PETROL/METHANOL,1.0,Petrol
2010,4,SOLAR,1.0,Alternative Fuels
2010,5,CNG ONLY,37.0,CNG/LPG
2010,5,DIESEL,86796.0,Diesel
2010,5,DIESEL/HYBRID,1.0,Diesel
2010,5,ELECTRIC(BOV),18.0,Electric (EV)
2010,5,ETHANOL,0.0,Alternative Fuels
2010,5,LPG ONLY,46.0,CNG/LPG
2010,5,METHANOL,0.0,Alternative Fuels
2010,5,NOT APPLICABLE,3157.0,Unknown/Other
2010,5,PETROL,91962.0,Petrol
2010,5,PETROL/CNG,13239.0,Petrol
2010,5,PETROL/HYBRID,1.0,Petrol
2010,5,PETROL/LPG,6452.0,Petrol
2010,5,PETROL/METHANOL,0.0,Petrol
2010,5,SOLAR,2.0,Alternative Fuels
2010,6,CNG ONLY,28.0,CNG/LPG
2010,6,DIESEL,82500.0,Diesel
2010,6,DIESEL/HYBRID,1.0,Diesel
2010,6,ELECTRIC(BOV),43.0,Electric (EV)
2010,6,ETHANOL,0.0,Alternative Fuels
2010,6,LPG ONLY,28.0,CNG/LPG
2010,6,METHANOL,0.0,Alternative Fuels
2010,6,NOT APPLICABLE,3298.0,Unknown/Other
2010,6,PETROL,84863.0,Petrol
2010,6,PETROL/CNG,10779.0,Petrol
2010,6,PETROL/HYBRID,1.0,Petrol
2010,6,PETROL/LPG,6162.0,Petrol
2010,6,PETROL/METHANOL,0.0,Petrol
2010,6,SOLAR,4.0,Alternative Fuels
2010,7,CNG ONLY,47.0,CNG/LPG
2010,7,DIESEL,82653.0,Diesel
2010,7,DIESEL/HYBRID,1.0,Diesel
2010,7,ELECTRIC(BOV),29.0,Electric (EV)
2010,7,ETHANOL,0.0,Alternative Fuels
2010,7,LPG ONLY,30.0,CNG/LPG
2010,7,METHANOL,0.0,Alternative Fuels
2010,7,NOT APPLICABLE,3599.0,Unknown/Other
2010,7,PETROL,87769.0,Petrol
2010,7,PETROL/CNG,11141.0,Petrol
2010,7,PETROL/HYBRID,0.0,Petrol
2010,7,PETROL/LPG,6065.0,Petrol
2010,7,PETROL/METHANOL,0.0,Petrol
2010,7,SOLAR,3.0,Alternative Fuels
2010,8,CNG ONLY,53.0,CNG/LPG
2010,8,DIESEL,80655.0,Diesel
2010,8,DIESEL/HYBRID,3.0,Diesel
2010,8,ELECTRIC(BOV),37.0,Electric (EV)
2010,8,ETHANOL,0.0,Alternative Fuels
2010,8,LPG ONLY,43.0,CNG/LPG
2010,8,METHANOL,0.0,Alternative Fuels
2010,8,NOT APPLICABLE,3537.0,Unknown/Other
2010,8,PETROL,93083.0,Petrol
2010,8,PETROL/CNG,11173.0,Petrol
2010,8,PETROL/HYBRID,1.0,Petrol
2010,8,PETROL/LPG,6100.0,Petrol
2010,8,PETROL/METHANOL,0.0,Petrol
2010,8,SOLAR,0.0,Alternative Fuels
2010,9,CNG ONLY,270.0,CNG/LPG
2010,9,DIESEL,81390.0,Diesel
2010,9,DIESEL/HYBRID,1.0,Diesel
2010,9,ELECTRIC(BOV),41.0,Electric (EV)
2010,9,ETHANOL,0.0,Alternative Fuels
2010,9,LPG ONLY,48.0,CNG/LPG
2010,9,METHANOL,0.0,Alternative Fuels
2010,9,NOT APPLICABLE,4015.0,Unknown/Other
2010,9,PETROL,96130.0,Petrol
2010,9,PETROL/CNG,12431.0,Petrol
2010,9,PETROL/HYBRID,0.0,Petrol
2010,9,PETROL/LPG,6093.0,Petrol
2010,9,PETROL/METHANOL,0.0,Petrol
2010,9,SOLAR,0.0,Alternative Fuels
2010,10,CNG ONLY,342.0,CNG/LPG
2010,10,DIESEL,87252.0,Diesel
2010,10,DIESEL/HYBRID,5.0,Diesel
2010,10,ELECTRIC(BOV),32.0,Electric (EV)
2010,10,ETHANOL,0.0,Alternative Fuels
2010,10,LPG ONLY,48.0,CNG/LPG
2010,10,METHANOL,0.0,Alternative Fuels
2010,10,NOT APPLICABLE,4514.0,Unknown/Other
2010,10,PETROL,101325.0,Petrol
2010,10,PETROL/CNG,15282.0,Petrol
2010,10,PETROL/HYBRID,0.0,Petrol
2010,10,PETROL/LPG,6623.0,Petrol
2010,10,PETROL/METHANOL,0.0,Petrol
2010,10,SOLAR,1.0,Alternative Fuels
2010,11,CNG ONLY,215.0,CNG/LPG
2010,11,DIESEL,90617.0,Diesel
2010,11,DIESEL/HYBRID,5.0,Diesel
2010,11,ELECTRIC(BOV),30.0,Electric (EV)
2010,11,ETHANOL,0.0,Alternative Fuels
2010,11,LPG ONLY,66.0,CNG/LPG
2010,11,METHANOL,0.0,Alternative Fuels
2010,11,NOT APPLICABLE,3907.0,Unknown/Other
2010,11,PETROL,110479.0,Petrol
2010,11,PETROL/CNG,15680.0,Petrol
2010,11,PETROL/HYBRID,0.0,Petrol
2010,11,PETROL/LPG,8259.0,Petrol
2010,11,PETROL/METHANOL,0.0,Petrol
2010,11,SOLAR,0.0,Alternative Fuels
2010,12,CNG ONLY,133.0,CNG/LPG
2010,12,DIESEL,92527.0,Diesel
2010,12,DIESEL/HYBRID,3.0,Diesel
2010,12,ELECTRIC(BOV),59.0,Electric (EV)
2010,12,ETHANOL,0.0,Alternative Fuels
2010,12,LPG ONLY,59.0,CNG/LPG
2010,12,METHANOL,0.0,Alternative Fuels
2010,12,NOT APPLICABLE,4115.0,Unknown/Other
2010,12,PETROL,106747.0,Petrol
2010,12,PETROL/CNG,14240.0,Petrol
2010,12,PETROL/HYBRID,0.0,Petrol
2010,12,PETROL/LPG,7465.0,Petrol
2010,12,PETROL/METHANOL,0.0,Petrol
2010,12,SOLAR,1.0,Alternative Fuels
2011,1,CNG ONLY,114.0,CNG/LPG
2011,1,DIESEL,102747.0,Diesel
2011,1,DIESEL/HYBRID,2.0,Diesel
2011,1,ELECTRIC(BOV),68.0,Electric (EV)
2011,1,ETHANOL,0.0,Alternative Fuels
2011,1,LPG ONLY,39.0,CNG/LPG
2011,1,NOT APPLICABLE,3720.0,Unknown/Other
2011,1,PETROL,125694.0,Petrol
2011,1,PETROL/CNG,18829.0,Petrol
2011,1,PETROL/ETHANOL,0.0,Petrol
2011,1,PETROL/HYBRID,0.0,Petrol
2011,1,PETROL/LPG,9049.0,Petrol
2011,1,SOLAR,1.0,Alternative Fuels
2011,2,CNG ONLY,59.0,CNG/LPG
2011,2,DIESEL,100975.0,Diesel
2011,2,DIESEL/HYBRID,3.0,Diesel
2011,2,ELECTRIC(BOV),75.0,Electric (EV)
2011,2,ETHANOL,0.0,Alternative Fuels
2011,2,LPG ONLY,29.0,CNG/LPG
2011,2,NOT APPLICABLE,4602.0,Unknown/Other
2011,2,PETROL,94665.0,Petrol
2011,2,PETROL/CNG,14540.0,Petrol
2011,2,PETROL/ETHANOL,0.0,Petrol
2011,2,PETROL/HYBRID,0.0,Petrol
2011,2,PETROL/LPG,6841.0,Petrol
2011,2,SOLAR,0.0,Alternative Fuels
2011,3,CNG ONLY,102.0,CNG/LPG
2011,3,DIESEL,119922.0,Diesel
2011,3,DIESEL/HYBRID,0.0,Diesel
2011,3,ELECTRIC(BOV),74.0,Electric (EV)
2011,3,ETHANOL,1.0,Alternative Fuels
2011,3,LPG ONLY,48.0,CNG/LPG
2011,3,NOT APPLICABLE,5535.0,Unknown/Other
2011,3,PETROL,110925.0,Petrol
2011,3,PETROL/CNG,16707.0,Petrol
2011,3,PETROL/ETHANOL,0.0,Petrol
2011,3,PETROL/HYBRID,2.0,Petrol
2011,3,PETROL/LPG,7276.0,Petrol
2011,3,SOLAR,1.0,Alternative Fuels
2011,4,CNG ONLY,81.0,CNG/LPG
2011,4,DIESEL,93189.0,Diesel
2011,4,DIESEL/HYBRID,1.0,Diesel
2011,4,ELECTRIC(BOV),61.0,Electric (EV)
2011,4,ETHANOL,0.0,Alternative Fuels
2011,4,LPG ONLY,36.0,CNG/LPG
2011,4,NOT APPLICABLE,3434.0,Unknown/Other
2011,4,PETROL,92224.0,Petrol
2011,4,PETROL/CNG,14296.0,Petrol
2011,4,PETROL/ETHANOL,0.0,Petrol
2011,4,PETROL/HYBRID,0.0,Petrol
2011,4,PETROL/LPG,5963.0,Petrol
2011,4,SOLAR,1.0,Alternative Fuels
2011,5,CNG ONLY,113.0,CNG/LPG
2011,5,DIESEL,99973.0,Diesel
2011,5,DIESEL/HYBRID,1.0,Diesel
2011,5,ELECTRIC(BOV),89.0,Electric (EV)
2011,5,ETHANOL,0.0,Alternative Fuels
2011,5,LPG ONLY,19.0,CNG/LPG
2011,5,NOT APPLICABLE,3570.0,Unknown/Other
2011,5,PETROL,92979.0,Petrol
2011,5,PETROL/CNG,14569.0,Petrol
2011,5,PETROL/ETHANOL,0.0,Petrol
2011,5,PETROL/HYBRID,0.0,Petrol
2011,5,PETROL/LPG,6827.0,Petrol
2011,5,SOLAR,1.0,Alternative Fuels
2011,6,CNG ONLY,109.0,CNG/LPG
2011,6,DIESEL,107304.0,Diesel
2011,6,DIESEL/HYBRID,1.0,Diesel
2011,6,ELECTRIC(BOV),72.0,Electric (EV)
2011,6,ETHANOL,0.0,Alternative Fuels
2011,6,LPG ONLY,45.0,CNG/LPG
2011,6,NOT APPLICABLE,4455.0,Unknown/Other
2011,6,PETROL,84244.0,Petrol
2011,6,PETROL/CNG,14033.0,Petrol
2011,6,PETROL/ETHANOL,0.0,Petrol
2011,6,PETROL/HYBRID,0.0,Petrol
2011,6,PETROL/LPG,7002.0,Petrol
2011,6,SOLAR,3.0,Alternative Fuels
2011,7,CNG ONLY,94.0,CNG/LPG
2011,7,DIESEL,103527.0,Diesel
2011,7,DIESEL/HYBRID,3.0,Diesel
2011,7,ELECTRIC(BOV),58.0,Electric (EV)
2011,7,ETHANOL,0.0,Alternative Fuels
2011,7,LPG ONLY,37.0,CNG/LPG
2011,7,NOT APPLICABLE,4813.0,Unknown/Other
2011,7,PETROL,80262.0,Petrol
2011,7,PETROL/CNG,13783.0,Petrol
2011,7,PETROL/ETHANOL,0.0,Petrol
2011,7,PETROL/HYBRID,0.0,Petrol
2011,7,PETROL/LPG,6774.0,Petrol
2011,7,SOLAR,4.0,Alternative Fuels
2011,8,CNG ONLY,194.0,CNG/LPG
2011,8,DIESEL,98431.0,Diesel
2011,8,DIESEL/HYBRID,1.0,Diesel
2011,8,ELECTRIC(BOV),64.0,Electric (EV)
2011,8,ETHANOL,0.0,Alternative Fuels
2011,8,LPG ONLY,45.0,CNG/LPG
2011,8,NOT APPLICABLE,7245.0,Unknown/Other
2011,8,PETROL,81465.0,Petrol
2011,8,PETROL/CNG,13140.0,Petrol
2011,8,PETROL/ETHANOL,0.0,Petrol
2011,8,PETROL/HYBRID,0.0,Petrol
2011,8,PETROL/LPG,6532.0,Petrol
2011,8,SOLAR,2.0,Alternative Fuels
2011,9,CNG ONLY,182.0,CNG/LPG
2011,9,DIESEL,104620.0,Diesel
2011,9,DIESEL/HYBRID,2.0,Diesel
2011,9,ELECTRIC(BOV),41.0,Electric (EV)
2011,9,ETHANOL,0.0,Alternative Fuels
2011,9,LPG ONLY,38.0,CNG/LPG
2011,9,NOT APPLICABLE,4458.0,Unknown/Other
2011,9,PETROL,83155.0,Petrol
2011,9,PETROL/CNG,12640.0,Petrol
2011,9,PETROL/ETHANOL,0.0,Petrol
2011,9,PETROL/HYBRID,0.0,Petrol
2011,9,PETROL/LPG,6467.0,Petrol
2011,9,SOLAR,3.0,Alternative Fuels
2011,10,CNG ONLY,189.0,CNG/LPG
2011,10,DIESEL,109223.0,Diesel
2011,10,DIESEL/HYBRID,1.0,Diesel
2011,10,ELECTRIC(BOV),48.0,Electric (EV)
2011,10,ETHANOL,0.0,Alternative Fuels
2011,10,LPG ONLY,30.0,CNG/LPG
2011,10,NOT APPLICABLE,3879.0,Unknown/Other
2011,10,PETROL,88595.0,Petrol
2011,10,PETROL/CNG,16799.0,Petrol
2011,10,PETROL/ETHANOL,0.0,Petrol
2011,10,PETROL/HYBRID,0.0,Petrol
2011,10,PETROL/LPG,6521.0,Petrol
2011,10,SOLAR,3.0,Alternative Fuels
2011,11,CNG ONLY,180.0,CNG/LPG
2011,11,DIESEL,128908.0,Diesel
2011,11,DIESEL/HYBRID,3.0,Diesel
2011,11,ELECTRIC(BOV),64.0,Electric (EV)
2011,11,ETHANOL,0.0,Alternative Fuels
2011,11,LPG ONLY,27.0,CNG/LPG
2011,11,NOT APPLICABLE,4578.0,Unknown/Other
2011,11,PETROL,97573.0,Petrol
2011,11,PETROL/CNG,16358.0,Petrol
2011,11,PETROL/ETHANOL,0.0,Petrol
2011,11,PETROL/HYBRID,0.0,Petrol
2011,11,PETROL/LPG,7291.0,Petrol
2011,11,SOLAR,4.0,Alternative Fuels
2011,12,CNG ONLY,155.0,CNG/LPG
2011,12,DIESEL,118263.0,Diesel
2011,12,DIESEL/HYBRID,4.0,Diesel
2011,12,ELECTRIC(BOV),57.0,Electric (EV)
2011,12,ETHANOL,0.0,Alternative Fuels
2011,12,LPG ONLY,15.0,CNG/LPG
2011,12,NOT APPLICABLE,4834.0,Unknown/Other
2011,12,PETROL,83261.0,Petrol
2011,12,PETROL/CNG,11905.0,Petrol
2011,12,PETROL/ETHANOL,1.0,Petrol
2011,12,PETROL/HYBRID,0.0,Petrol
2011,12,PETROL/LPG,5504.0,Petrol
2011,12,SOLAR,0.0,Alternative Fuels
2012,1,CNG ONLY,275.0,CNG/LPG
2012,1,DIESEL,140806.0,Diesel
2012,1,DIESEL/HYBRID,1.0,Diesel
2012,1,ELECTRIC(BOV),85.0,Electric (EV)
2012,1,LPG ONLY,22.0,CNG/LPG
2012,1,NOT APPLICABLE,4312.0,Unknown/Other
2012,1,PETROL,109682.0,Petrol
2012,1,PETROL/CNG,17903.0,Petrol
2012,1,PETROL/HYBRID,0.0,Petrol
2012,1,PETROL/LPG,8592.0,Petrol
2012,1,SOLAR,3.0,Alternative Fuels
2012,2,CNG ONLY,185.0,CNG/LPG
2012,2,DIESEL,137042.0,Diesel
2012,2,DIESEL/HYBRID,2.0,Diesel
2012,2,ELECTRIC(BOV),69.0,Electric (EV)
2012,2,LPG ONLY,45.0,CNG/LPG
2012,2,NOT APPLICABLE,4963.0,Unknown/Other
2012,2,PETROL,87391.0,Petrol
2012,2,PETROL/CNG,14392.0,Petrol
2012,2,PETROL/HYBRID,0.0,Petrol
2012,2,PETROL/LPG,7308.0,Petrol
2012,2,SOLAR,2.0,Alternative Fuels
2012,3,CNG ONLY,175.0,CNG/LPG
2012,3,DIESEL,179310.0,Diesel
2012,3,DIESEL/HYBRID,2.0,Diesel
2012,3,ELECTRIC(BOV),107.0,Electric (EV)
2012,3,LPG ONLY,47.0,CNG/LPG
2012,3,NOT APPLICABLE,5426.0,Unknown/Other
2012,3,PETROL,112614.0,Petrol
2012,3,PETROL/CNG,16422.0,Petrol
2012,3,PETROL/HYBRID,1.0,Petrol
2012,3,PETROL/LPG,8893.0,Petrol
2012,3,SOLAR,5.0,Alternative Fuels
2012,4,CNG ONLY,159.0,CNG/LPG
2012,4,DIESEL,124612.0,Diesel
2012,4,DIESEL/HYBRID,0.0,Diesel
2012,4,ELECTRIC(BOV),16.0,Electric (EV)
2012,4,LPG ONLY,30.0,CNG/LPG
2012,4,NOT APPLICABLE,3863.0,Unknown/Other
2012,4,PETROL,80607.0,Petrol
2012,4,PETROL/CNG,12786.0,Petrol
2012,4,PETROL/HYBRID,0.0,Petrol
2012,4,PETROL/LPG,6577.0,Petrol
2012,4,SOLAR,4.0,Alternative Fuels
2012,5,CNG ONLY,128.0,CNG/LPG
2012,5,DIESEL,139401.0,Diesel
2012,5,DIESEL/HYBRID,3.0,Diesel
2012,5,ELECTRIC(BOV),28.0,Electric (EV)
2012,5,LPG ONLY,26.0,CNG/LPG
2012,5,NOT APPLICABLE,4237.0,Unknown/Other
2012,5,PETROL,74599.0,Petrol
2012,5,PETROL/CNG,11355.0,Petrol
2012,5,PETROL/HYBRID,0.0,Petrol
2012,5,PETROL/LPG,5879.0,Petrol
2012,5,SOLAR,1.0,Alternative Fuels
2012,6,CNG ONLY,179.0,CNG/LPG
2012,6,DIESEL,145694.0,Diesel
2012,6,DIESEL/HYBRID,4.0,Diesel
2012,6,ELECTRIC(BOV),47.0,Electric (EV)
2012,6,LPG ONLY,17.0,CNG/LPG
2012,6,NOT APPLICABLE,4544.0,Unknown/Other
2012,6,PETROL,69900.0,Petrol
2012,6,PETROL/CNG,10549.0,Petrol
2012,6,PETROL/HYBRID,0.0,Petrol
2012,6,PETROL/LPG,5609.0,Petrol
2012,6,SOLAR,4.0,Alternative Fuels
2012,7,CNG ONLY,135.0,CNG/LPG
2012,7,DIESEL,154929.0,Diesel
2012,7,DIESEL/HYBRID,4.0,Diesel
2012,7,ELECTRIC(BOV),54.0,Electric (EV)
2012,7,LPG ONLY,21.0,CNG/LPG
2012,7,NOT APPLICABLE,4356.0,Unknown/Other
2012,7,PETROL,69116.0,Petrol
2012,7,PETROL/CNG,10286.0,Petrol
2012,7,PETROL/HYBRID,1.0,Petrol
2012,7,PETROL/LPG,5594.0,Petrol
2012,7,SOLAR,3.0,Alternative Fuels
2012,8,CNG ONLY,139.0,CNG/LPG
2012,8,DIESEL,133154.0,Diesel
2012,8,DIESEL/HYBRID,3.0,Diesel
2012,8,ELECTRIC(BOV),40.0,Electric (EV)
2012,8,LPG ONLY,29.0,CNG/LPG
2012,8,NOT APPLICABLE,4675.0,Unknown/Other
2012,8,PETROL,69334.0,Petrol
2012,8,PETROL/CNG,10090.0,Petrol
2012,8,PETROL/HYBRID,0.0,Petrol
2012,8,PETROL/LPG,5644.0,Petrol
2012,8,SOLAR,3.0,Alternative Fuels
2012,9,CNG ONLY,149.0,CNG/LPG
2012,9,DIESEL,116512.0,Diesel
2012,9,DIESEL/HYBRID,2.0,Diesel
2012,9,ELECTRIC(BOV),32.0,Electric (EV)
2012,9,LPG ONLY,21.0,CNG/LPG
2012,9,NOT APPLICABLE,3544.0,Unknown/Other
2012,9,PETROL,64849.0,Petrol
2012,9,PETROL/CNG,9510.0,Petrol
2012,9,PETROL/HYBRID,1.0,Petrol
2012,9,PETROL/LPG,4983.0,Petrol
2012,9,SOLAR,0.0,Alternative Fuels
2012,10,CNG ONLY,149.0,CNG/LPG
2012,10,DIESEL,129389.0,Diesel
2012,10,DIESEL/HYBRID,3.0,Diesel
2012,10,ELECTRIC(BOV),22.0,Electric (EV)
2012,10,LPG ONLY,18.0,CNG/LPG
2012,10,NOT APPLICABLE,3095.0,Unknown/Other
2012,10,PETROL,68913.0,Petrol
2012,10,PETROL/CNG,11260.0,Petrol
2012,10,PETROL/HYBRID,0.0,Petrol
2012,10,PETROL/LPG,4859.0,Petrol
2012,10,SOLAR,0.0,Alternative Fuels
2012,11,CNG ONLY,154.0,CNG/LPG
2012,11,DIESEL,150813.0,Diesel
2012,11,DIESEL/HYBRID,2.0,Diesel
2012,11,ELECTRIC(BOV),24.0,Electric (EV)
2012,11,LPG ONLY,24.0,CNG/LPG
2012,11,NOT APPLICABLE,3073.0,Unknown/Other
2012,11,PETROL,93883.0,Petrol
2012,11,PETROL/CNG,15615.0,Petrol
2012,11,PETROL/HYBRID,0.0,Petrol
2012,11,PETROL/LPG,5196.0,Petrol
2012,11,SOLAR,0.0,Alternative Fuels
2012,12,CNG ONLY,124.0,CNG/LPG
2012,12,DIESEL,139708.0,Diesel
2012,12,DIESEL/HYBRID,3.0,Diesel
2012,12,ELECTRIC(BOV),29.0,Electric (EV)
2012,12,LPG ONLY,17.0,CNG/LPG
2012,12,NOT APPLICABLE,3456.0,Unknown/Other
2012,12,PETROL,79615.0,Petrol
2012,12,PETROL/CNG,12521.0,Petrol
2012,12,PETROL/HYBRID,1.0,Petrol
2012,12,PETROL/LPG,4303.0,Petrol
2012,12,SOLAR,1.0,Alternative Fuels
2013,1,CNG ONLY,118.0,CNG/LPG
2013,1,DIESEL,164754.0,Diesel
2013,1,DIESEL/HYBRID,6.0,Diesel
2013,1,DUAL DIESEL/CNG,0.0,Diesel
