year,month,Fuel_Type,value,fuel_category
2005,12,PETROL/LPG,3318.0,Petrol
2005,12,SOLAR,1.0,Alternative Fuels
2006,1,CNG ONLY,161.0,CNG/LPG
2006,1,DIESEL,45030.0,Diesel
2006,1,DIESEL/HYBRID,4.0,Diesel
2006,1,ELECTRIC(BOV),14.0,Electric (EV)
2006,1,ETHANOL,1.0,Alternative Fuels
2006,1,LNG,0.0,Alternative Fuels
2006,1,LPG ONLY,100.0,CNG/LPG
2006,1,NOT APPLICABLE,3498.0,Unknown/Other
2006,1,PETROL,59215.0,Petrol
2006,1,PETROL/CNG,7169.0,Petrol
2006,1,PETROL/ETHANOL,0.0,Petrol
2006,1,PETROL/HYBRID,0.0,Petrol
2006,1,PETROL/LPG,4890.0,Petrol
2006,1,SOLAR,1.0,Alternative Fuels
2006,2,CNG ONLY,80.0,CNG/LPG
2006,2,DIESEL,42754.0,Diesel
2006,2,DIESEL/HYBRID,4.0,Diesel
2006,2,ELECTRIC(BOV),25.0,Electric (EV)
2006,2,ETHANOL,0.0,Alternative Fuels
2006,2,LNG,0.0,Alternative Fuels
2006,2,LPG ONLY,95.0,CNG/LPG
2006,2,NOT APPLICABLE,3887.0,Unknown/Other
2006,2,PETROL,48347.0,Petrol
2006,2,PETROL/CNG,6205.0,Petrol
2006,2,PETROL/ETHANOL,0.0,Petrol
2006,2,PETROL/HYBRID,0.0,Petrol
2006,2,PETROL/LPG,4042.0,Petrol
2006,2,SOLAR,1.0,Alternative Fuels
2006,3,CNG ONLY,85.0,CNG/LPG
2006,3,DIESEL,52986.0,Diesel
2006,3,DIESEL/HYBRID,0.0,Diesel
2006,3,ELECTRIC(BOV),23.0,Electric (EV)
2006,3,ETHANOL,0.0,Alternative Fuels
2006,3,LNG,0.0,Alternative Fuels
2006,3,LPG ONLY,95.0,CNG/LPG
2006,3,NOT APPLICABLE,5353.0,Unknown/Other
2006,3,PETROL,61819.0,Petrol
2006,3,PETROL/CNG,7953.0,Petrol
2006,3,PETROL/ETHANOL,1.0,Petrol
2006,3,PETROL/HYBRID,1.0,Petrol
2006,3,PETROL/LPG,5040.0,Petrol
2006,3,SOLAR,2.0,Alternative Fuels
2006,4,CNG ONLY,81.0,CNG/LPG
2006,4,DIESEL,38149.0,Diesel
2006,4,DIESEL/HYBRID,5.0,Diesel
2006,4,ELECTRIC(BOV),19.0,Electric (EV)
2006,4,ETHANOL,0.0,Alternative Fuels
2006,4,LNG,0.0,Alternative Fuels
2006,4,LPG ONLY,79.0,CNG/LPG
2006,4,NOT APPLICABLE,3732.0,Unknown/Other
2006,4,PETROL,50793.0,Petrol
2006,4,PETROL/CNG,6067.0,Petrol
2006,4,PETROL/ETHANOL,0.0,Petrol
2006,4,PETROL/HYBRID,0.0,Petrol
2006,4,PETROL/LPG,3835.0,Petrol
2006,4,SOLAR,0.0,Alternative Fuels
2006,5,CNG ONLY,79.0,CNG/LPG
2006,5,DIESEL,42090.0,Diesel
2006,5,DIESEL/HYBRID,1.0,Diesel
2006,5,ELECTRIC(BOV),13.0,Electric (EV)
2006,5,ETHANOL,0.0,Alternative Fuels
2006,5,LNG,0.0,Alternative Fuels
2006,5,LPG ONLY,89.0,CNG/LPG
2006,5,NOT APPLICABLE,3411.0,Unknown/Other
2006,5,PETROL,54790.0,Petrol
2006,5,PETROL/CNG,6466.0,Petrol
2006,5,PETROL/ETHANOL,0.0,Petrol
2006,5,PETROL/HYBRID,0.0,Petrol
2006,5,PETROL/LPG,4368.0,Petrol
2006,5,SOLAR,3.0,Alternative Fuels
2006,6,CNG ONLY,115.0,CNG/LPG
2006,6,DIESEL,44066.0,Diesel
2006,6,DIESEL/HYBRID,2.0,Diesel
2006,6,ELECTRIC(BOV),41.0,Electric (EV)
2006,6,ETHANOL,0.0,Alternative Fuels
2006,6,LNG,0.0,Alternative Fuels
2006,6,LPG ONLY,106.0,CNG/LPG
2006,6,NOT APPLICABLE,3833.0,Unknown/Other
2006,6,PETROL,57815.0,Petrol
2006,6,PETROL/CNG,6743.0,Petrol
2006,6,PETROL/ETHANOL,0.0,Petrol
2006,6,PETROL/HYBRID,0.0,Petrol
2006,6,PETROL/LPG,4858.0,Petrol
2006,6,SOLAR,0.0,Alternative Fuels
2006,7,CNG ONLY,82.0,CNG/LPG
2006,7,DIESEL,42191.0,Diesel
2006,7,DIESEL/HYBRID,6.0,Diesel
2006,7,ELECTRIC(BOV),29.0,Electric (EV)
2006,7,ETHANOL,0.0,Alternative Fuels
2006,7,LNG,0.0,Alternative Fuels
2006,7,LPG ONLY,120.0,CNG/LPG
2006,7,NOT APPLICABLE,3466.0,Unknown/Other
2006,7,PETROL,52658.0,Petrol
2006,7,PETROL/CNG,5550.0,Petrol
2006,7,PETROL/ETHANOL,0.0,Petrol
2006,7,PETROL/HYBRID,0.0,Petrol
2006,7,PETROL/LPG,4738.0,Petrol
2006,7,SOLAR,0.0,Alternative Fuels
2006,8,CNG ONLY,33.0,CNG/LPG
2006,8,DIESEL,40408.0,Diesel
2006,8,DIESEL/HYBRID,2.0,Diesel
2006,8,ELECTRIC(BOV),42.0,Electric (EV)
2006,8,ETHANOL,0.0,Alternative Fuels
2006,8,LNG,0.0,Alternative Fuels
2006,8,LPG ONLY,189.0,CNG/LPG
2006,8,NOT APPLICABLE,3402.0,Unknown/Other
2006,8,PETROL,54356.0,Petrol
2006,8,PETROL/CNG,5944.0,Petrol
2006,8,PETROL/ETHANOL,0.0,Petrol
2006,8,PETROL/HYBRID,0.0,Petrol
2006,8,PETROL/LPG,5224.0,Petrol
2006,8,SOLAR,0.0,Alternative Fuels
2006,9,CNG ONLY,23.0,CNG/LPG
2006,9,DIESEL,40939.0,Diesel
2006,9,DIESEL/HYBRID,1.0,Diesel
2006,9,ELECTRIC(BOV),38.0,Electric (EV)
2006,9,ETHANOL,0.0,Alternative Fuels
2006,9,LNG,0.0,Alternative Fuels
2006,9,LPG ONLY,198.0,CNG/LPG
2006,9,NOT APPLICABLE,3771.0,Unknown/Other
2006,9,PETROL,54705.0,Petrol
2006,9,PETROL/CNG,6349.0,Petrol
2006,9,PETROL/ETHANOL,0.0,Petrol
2006,9,PETROL/HYBRID,0.0,Petrol
2006,9,PETROL/LPG,5340.0,Petrol
2006,9,SOLAR,6.0,Alternative Fuels
2006,10,CNG ONLY,16.0,CNG/LPG
2006,10,DIESEL,39216.0,Diesel
2006,10,DIESEL/HYBRID,1.0,Diesel
2006,10,ELECTRIC(BOV),19.0,Electric (EV)
2006,10,ETHANOL,0.0,Alternative Fuels
2006,10,LNG,0.0,Alternative Fuels
2006,10,LPG ONLY,205.0,CNG/LPG
2006,10,NOT APPLICABLE,3683.0,Unknown/Other
2006,10,PETROL,57368.0,Petrol
2006,10,PETROL/CNG,8603.0,Petrol
2006,10,PETROL/ETHANOL,0.0,Petrol
2006,10,PETROL/HYBRID,0.0,Petrol
2006,10,PETROL/LPG,5840.0,Petrol
2006,10,SOLAR,0.0,Alternative Fuels
2006,11,CNG ONLY,22.0,CNG/LPG
2006,11,DIESEL,46802.0,Diesel
2006,11,DIESEL/HYBRID,1.0,Diesel
2006,11,ELECTRIC(BOV),31.0,Electric (EV)
2006,11,ETHANOL,0.0,Alternative Fuels
2006,11,LNG,1.0,Alternative Fuels
2006,11,LPG ONLY,212.0,CNG/LPG
2006,11,NOT APPLICABLE,4390.0,Unknown/Other
2006,11,PETROL,59982.0,Petrol
2006,11,PETROL/CNG,7554.0,Petrol
2006,11,PETROL/ETHANOL,0.0,Petrol
2006,11,PETROL/HYBRID,0.0,Petrol
2006,11,PETROL/LPG,6680.0,Petrol
2006,11,SOLAR,0.0,Alternative Fuels
2006,12,CNG ONLY,20.0,CNG/LPG
2006,12,DIESEL,38878.0,Diesel
2006,12,DIESEL/HYBRID,2.0,Diesel
2006,12,ELECTRIC(BOV),14.0,Electric (EV)
2006,12,ETHANOL,0.0,Alternative Fuels
2006,12,LNG,0.0,Alternative Fuels
2006,12,LPG ONLY,174.0,CNG/LPG
2006,12,NOT APPLICABLE,3679.0,Unknown/Other
2006,12,PETROL,53218.0,Petrol
2006,12,PETROL/CNG,6388.0,Petrol
2006,12,PETROL/ETHANOL,0.0,Petrol
2006,12,PETROL/HYBRID,1.0,Petrol
2006,12,PETROL/LPG,4859.0,Petrol
2006,12,SOLAR,1.0,Alternative Fuels
2007,1,CNG ONLY,24.0,CNG/LPG
2007,1,DIESEL,49144.0,Diesel
2007,1,DIESEL/HYBRID,2.0,Diesel
2007,1,DI-METHYL ETHER,0.0,Alternative Fuels
2007,1,ELECTRIC(BOV),21.0,Electric (EV)
2007,1,ETHANOL,0.0,Alternative Fuels
2007,1,LNG,1.0,Alternative Fuels
2007,1,LPG ONLY,250.0,CNG/LPG
2007,1,NOT APPLICABLE,3823.0,Unknown/Other
2007,1,PETROL,70873.0,Petrol
2007,1,PETROL/CNG,9787.0,Petrol
2007,1,PETROL/HYBRID,1.0,Petrol
2007,1,PETROL/LPG,8253.0,Petrol
2007,1,SOLAR,1.0,Alternative Fuels
2007,2,CNG ONLY,22.0,CNG/LPG
2007,2,DIESEL,51007.0,Diesel
2007,2,DIESEL/HYBRID,1.0,Diesel
2007,2,DI-METHYL ETHER,0.0,Alternative Fuels
2007,2,ELECTRIC(BOV),34.0,Electric (EV)
2007,2,ETHANOL,0.0,Alternative Fuels
2007,2,LNG,0.0,Alternative Fuels
2007,2,LPG ONLY,222.0,CNG/LPG
2007,2,NOT APPLICABLE,4028.0,Unknown/Other
2007,2,PETROL,59437.0,Petrol
2007,2,PETROL/CNG,8305.0,Petrol
2007,2,PETROL/HYBRID,0.0,Petrol
2007,2,PETROL/LPG,7225.0,Petrol
2007,2,SOLAR,1.0,Alternative Fuels
2007,3,CNG ONLY,17.0,CNG/LPG
2007,3,DIESEL,58751.0,Diesel
2007,3,DIESEL/HYBRID,3.0,Diesel
2007,3,DI-METHYL ETHER,0.0,Alternative Fuels
2007,3,ELECTRIC(BOV),46.0,Electric (EV)
2007,3,ETHANOL,0.0,Alternative Fuels
2007,3,LNG,0.0,Alternative Fuels
2007,3,LPG ONLY,245.0,CNG/LPG
2007,3,NOT APPLICABLE,4783.0,Unknown/Other
2007,3,PETROL,69243.0,Petrol
2007,3,PETROL/CNG,8631.0,Petrol
2007,3,PETROL/HYBRID,1.0,Petrol
2007,3,PETROL/LPG,7469.0,Petrol
2007,3,SOLAR,0.0,Alternative Fuels
2007,4,CNG ONLY,14.0,CNG/LPG
2007,4,DIESEL,44626.0,Diesel
2007,4,DIESEL/HYBRID,2.0,Diesel
2007,4,DI-METHYL ETHER,0.0,Alternative Fuels
2007,4,ELECTRIC(BOV),27.0,Electric (EV)
2007,4,ETHANOL,0.0,Alternative Fuels
2007,4,LNG,0.0,Alternative Fuels
2007,4,LPG ONLY,199.0,CNG/LPG
2007,4,NOT APPLICABLE,3430.0,Unknown/Other
2007,4,PETROL,56084.0,Petrol
2007,4,PETROL/CNG,7231.0,Petrol
2007,4,PETROL/HYBRID,1.0,Petrol
2007,4,PETROL/LPG,6112.0,Petrol
2007,4,SOLAR,1.0,Alternative Fuels
2007,5,CNG ONLY,25.0,CNG/LPG
2007,5,DIESEL,51852.0,Diesel
2007,5,DIESEL/HYBRID,2.0,Diesel
2007,5,DI-METHYL ETHER,0.0,Alternative Fuels
2007,5,ELECTRIC(BOV),19.0,Electric (EV)
2007,5,ETHANOL,0.0,Alternative Fuels
2007,5,LNG,0.0,Alternative Fuels
2007,5,LPG ONLY,241.0,CNG/LPG
2007,5,NOT APPLICABLE,3618.0,Unknown/Other
2007,5,PETROL,60792.0,Petrol
2007,5,PETROL/CNG,7875.0,Petrol
2007,5,PETROL/HYBRID,1.0,Petrol
2007,5,PETROL/LPG,6820.0,Petrol
2007,5,SOLAR,2.0,Alternative Fuels
2007,6,CNG ONLY,29.0,CNG/LPG
2007,6,DIESEL,49164.0,Diesel
2007,6,DIESEL/HYBRID,3.0,Diesel
2007,6,DI-METHYL ETHER,0.0,Alternative Fuels
2007,6,ELECTRIC(BOV),13.0,Electric (EV)
2007,6,ETHANOL,1.0,Alternative Fuels
2007,6,LNG,0.0,Alternative Fuels
2007,6,LPG ONLY,229.0,CNG/LPG
2007,6,NOT APPLICABLE,3601.0,Unknown/Other
2007,6,PETROL,57165.0,Petrol
2007,6,PETROL/CNG,6828.0,Petrol
2007,6,PETROL/HYBRID,0.0,Petrol
2007,6,PETROL/LPG,6311.0,Petrol
2007,6,SOLAR,0.0,Alternative Fuels
2007,7,CNG ONLY,27.0,CNG/LPG
2007,7,DIESEL,51536.0,Diesel
2007,7,DIESEL/HYBRID,2.0,Diesel
2007,7,DI-METHYL ETHER,1.0,Alternative Fuels
2007,7,ELECTRIC(BOV),52.0,Electric (EV)
2007,7,ETHANOL,0.0,Alternative Fuels
2007,7,LNG,0.0,Alternative Fuels
2007,7,LPG ONLY,195.0,CNG/LPG
2007,7,NOT APPLICABLE,3651.0,Unknown/Other
2007,7,PETROL,60379.0,Petrol
2007,7,PETROL/CNG,7867.0,Petrol
2007,7,PETROL/HYBRID,0.0,Petrol
2007,7,PETROL/LPG,6601.0,Petrol
2007,7,SOLAR,1.0,Alternative Fuels
2007,8,CNG ONLY,26.0,CNG/LPG
2007,8,DIESEL,50598.0,Diesel
2007,8,DIESEL/HYBRID,2.0,Diesel
2007,8,DI-METHYL ETHER,0.0,Alternative Fuels
2007,8,ELECTRIC(BOV),30.0,Electric (EV)
2007,8,ETHANOL,1.0,Alternative Fuels
2007,8,LNG,0.0,Alternative Fuels
2007,8,LPG ONLY,209.0,CNG/LPG
2007,8,NOT APPLICABLE,3671.0,Unknown/Other
2007,8,PETROL,64871.0,Petrol
2007,8,PETROL/CNG,8379.0,Petrol
2007,8,PETROL/HYBRID,0.0,Petrol
2007,8,PETROL/LPG,6630.0,Petrol
2007,8,SOLAR,0.0,Alternative Fuels
2007,9,CNG ONLY,19.0,CNG/LPG
2007,9,DIESEL,46965.0,Diesel
2007,9,DIESEL/HYBRID,4.0,Diesel
2007,9,DI-METHYL ETHER,0.0,Alternative Fuels
2007,9,ELECTRIC(BOV),36.0,Electric (EV)
2007,9,ETHANOL,0.0,Alternative Fuels
2007,9,LNG,0.0,Alternative Fuels
2007,9,LPG ONLY,171.0,CNG/LPG
2007,9,NOT APPLICABLE,3478.0,Unknown/Other
2007,9,PETROL,61094.0,Petrol
2007,9,PETROL/CNG,8360.0,Petrol
2007,9,PETROL/HYBRID,1.0,Petrol
2007,9,PETROL/LPG,6576.0,Petrol
2007,9,SOLAR,1.0,Alternative Fuels
2007,10,CNG ONLY,24.0,CNG/LPG
2007,10,DIESEL,49609.0,Diesel
2007,10,DIESEL/HYBRID,1.0,Diesel
2007,10,DI-METHYL ETHER,0.0,Alternative Fuels
2007,10,ELECTRIC(BOV),38.0,Electric (EV)
2007,10,ETHANOL,0.0,Alternative Fuels
2007,10,LNG,0.0,Alternative Fuels
2007,10,LPG ONLY,207.0,CNG/LPG
2007,10,NOT APPLICABLE,3846.0,Unknown/Other
2007,10,PETROL,63664.0,Petrol
2007,10,PETROL/CNG,9530.0,Petrol
2007,10,PETROL/HYBRID,0.0,Petrol
2007,10,PETROL/LPG,6632.0,Petrol
2007,10,SOLAR,2.0,Alternative Fuels
2007,11,CNG ONLY,26.0,CNG/LPG
2007,11,DIESEL,53432.0,Diesel
2007,11,DIESEL/HYBRID,3.0,Diesel
2007,11,DI-METHYL ETHER,0.0,Alternative Fuels
2007,11,ELECTRIC(BOV),36.0,Electric (EV)
2007,11,ETHANOL,0.0,Alternative Fuels
2007,11,LNG,0.0,Alternative Fuels
2007,11,LPG ONLY,214.0,CNG/LPG
2007,11,NOT APPLICABLE,3756.0,Unknown/Other
2007,11,PETROL,74548.0,Petrol
2007,11,PETROL/CNG,10757.0,Petrol
2007,11,PETROL/HYBRID,1.0,Petrol
2007,11,PETROL/LPG,8014.0,Petrol
2007,11,SOLAR,0.0,Alternative Fuels
2007,12,CNG ONLY,10.0,CNG/LPG
2007,12,DIESEL,46314.0,Diesel
2007,12,DIESEL/HYBRID,1.0,Diesel
2007,12,DI-METHYL ETHER,0.0,Alternative Fuels
2007,12,ELECTRIC(BOV),46.0,Electric (EV)
2007,12,ETHANOL,0.0,Alternative Fuels
2007,12,LNG,0.0,Alternative Fuels
2007,12,LPG ONLY,144.0,CNG/LPG
2007,12,NOT APPLICABLE,3400.0,Unknown/Other
2007,12,PETROL,58955.0,Petrol
2007,12,PETROL/CNG,7286.0,Petrol
2007,12,PETROL/HYBRID,0.0,Petrol
2007,12,PETROL/LPG,5505.0,Petrol
2007,12,SOLAR,1.0,Alternative Fuels
2008,1,CNG ONLY,30.0,CNG/LPG
2008,1,DIESEL,61878.0,Diesel
2008,1,DIESEL/HYBRID,1.0,Diesel
2008,1,DUAL DIESEL/CNG,0.0,Diesel
2008,1,ELECTRIC(BOV),41.0,Electric (EV)
2008,1,FUEL CELL HYDROGEN,0.0,Electric (EV)
2008,1,LPG ONLY,213.0,CNG/LPG
2008,1,METHANOL,0.0,Alternative Fuels
2008,1,NOT APPLICABLE,3659.0,Unknown/Other
2008,1,PETROL,82077.0,Petrol
2008,1,PETROL/CNG,11098.0,Petrol
2008,1,PETROL/HYBRID,0.0,Petrol
2008,1,PETROL/LPG,8068.0,Petrol
2008,1,SOLAR,1.0,Alternative Fuels
2008,2,CNG ONLY,16.0,CNG/LPG
2008,2,DIESEL,59465.0,Diesel
2008,2,DIESEL/HYBRID,0.0,Diesel
2008,2,DUAL DIESEL/CNG,0.0,Diesel
2008,2,ELECTRIC(BOV),80.0,Electric (EV)
2008,2,FUEL CELL HYDROGEN,0.0,Electric (EV)
2008,2,LPG ONLY,123.0,CNG/LPG
2008,2,METHANOL,0.0,Alternative Fuels
2008,2,NOT APPLICABLE,4356.0,Unknown/Other
2008,2,PETROL,62161.0,Petrol
2008,2,PETROL/CNG,8483.0,Petrol
2008,2,PETROL/HYBRID,0.0,Petrol
2008,2,PETROL/LPG,5494.0,Petrol
2008,2,SOLAR,5.0,Alternative Fuels
2008,3,CNG ONLY,14.0,CNG/LPG
2008,3,DIESEL,62918.0,Diesel
2008,3,DIESEL/HYBRID,4.0,Diesel
2008,3,DUAL DIESEL/CNG,0.0,Diesel
2008,3,ELECTRIC(BOV),32.0,Electric (EV)
2008,3,FUEL CELL HYDROGEN,1.0,Electric (EV)
2008,3,LPG ONLY,114.0,CNG/LPG
2008,3,METHANOL,0.0,Alternative Fuels
2008,3,NOT APPLICABLE,4782.0,Unknown/Other
2008,3,PETROL,62917.0,Petrol
2008,3,PETROL/CNG,8742.0,Petrol
2008,3,PETROL/HYBRID,0.0,Petrol
2008,3,PETROL/LPG,5306.0,Petrol
2008,3,SOLAR,1.0,Alternative Fuels
2008,4,CNG ONLY,20.0,CNG/LPG
2008,4,DIESEL,61525.0,Diesel
2008,4,DIESEL/HYBRID,3.0,Diesel
2008,4,DUAL DIESEL/CNG,0.0,Diesel
2008,4,ELECTRIC(BOV),26.0,Electric (EV)
2008,4,FUEL CELL HYDROGEN,0.0,Electric (EV)
2008,4,LPG ONLY,103.0,CNG/LPG
2008,4,METHANOL,0.0,Alternative Fuels
2008,4,NOT APPLICABLE,3377.0,Unknown/Other
2008,4,PETROL,68622.0,Petrol
2008,4,PETROL/CNG,9014.0,Petrol
2008,4,PETROL/HYBRID,0.0,Petrol
2008,4,PETROL/LPG,5391.0,Petrol
2008,4,SOLAR,3.0,Alternative Fuels
2008,5,CNG ONLY,20.0,CNG/LPG
2008,5,DIESEL,66443.0,Diesel
2008,5,DIESEL/HYBRID,3.0,Diesel
2008,5,DUAL DIESEL/CNG,0.0,Diesel
2008,5,ELECTRIC(BOV),30.0,Electric (EV)
2008,5,FUEL CELL HYDROGEN,0.0,Electric (EV)
2008,5,LPG ONLY,104.0,CNG/LPG
2008,5,METHANOL,0.0,Alternative Fuels
2008,5,NOT APPLICABLE,3572.0,Unknown/Other
2008,5,PETROL,74827.0,Petrol
2008,5,PETROL/CNG,8888.0,Petrol
2008,5,PETROL/HYBRID,0.0,Petrol
2008,5,PETROL/LPG,6444.0,Petrol
2008,5,SOLAR,0.0,Alternative Fuels
2008,6,CNG ONLY,23.0,CNG/LPG
2008,6,DIESEL,59817.0,Diesel
2008,6,DIESEL/HYBRID,4.0,Diesel
2008,6,DUAL DIESEL/CNG,1.0,Diesel
2008,6,ELECTRIC(BOV),51.0,Electric (EV)
2008,6,FUEL CELL HYDROGEN,0.0,Electric (EV)
2008,6,LPG ONLY,144.0,CNG/LPG
2008,6,METHANOL,1.0,Alternative Fuels
2008,6,NOT APPLICABLE,3589.0,Unknown/Other
2008,6,PETROL,58831.0,Petrol
2008,6,PETROL/CNG,7616.0,Petrol
2008,6,PETROL/HYBRID,0.0,Petrol
2008,6,PETROL/LPG,5569.0,Petrol
2008,6,SOLAR,0.0,Alternative Fuels
2008,7,CNG ONLY,29.0,CNG/LPG
2008,7,DIESEL,60696.0,Diesel
2008,7,DIESEL/HYBRID,0.0,Diesel
2008,7,DUAL DIESEL/CNG,0.0,Diesel
2008,7,ELECTRIC(BOV),94.0,Electric (EV)
2008,7,FUEL CELL HYDROGEN,0.0,Electric (EV)
2008,7,LPG ONLY,206.0,CNG/LPG
2008,7,METHANOL,0.0,Alternative Fuels
2008,7,NOT APPLICABLE,3500.0,Unknown/Other
2008,7,PETROL,60800.0,Petrol
2008,7,PETROL/CNG,7830.0,Petrol
2008,7,PETROL/HYBRID,1.0,Petrol
2008,7,PETROL/LPG,6909.0,Petrol
2008,7,SOLAR,1.0,Alternative Fuels
2008,8,CNG ONLY,21.0,CNG/LPG
2008,8,DIESEL,52218.0,Diesel
2008,8,DIESEL/HYBRID,0.0,Diesel
2008,8,DUAL DIESEL/CNG,0.0,Diesel
2008,8,ELECTRIC(BOV),61.0,Electric (EV)
2008,8,FUEL CELL HYDROGEN,0.0,Electric (EV)
2008,8,LPG ONLY,121.0,CNG/LPG
2008,8,METHANOL,0.0,Alternative Fuels
2008,8,NOT APPLICABLE,2822.0,Unknown/Other
2008,8,PETROL,52971.0,Petrol
2008,8,PETROL/CNG,7251.0,Petrol
2008,8,PETROL/HYBRID,0.0,Petrol
2008,8,PETROL/LPG,6049.0,Petrol
2008,8,SOLAR,1.0,Alternative Fuels
2008,9,CNG ONLY,23.0,CNG/LPG
2008,9,DIESEL,54120.0,Diesel
2008,9,DIESEL/HYBRID,2.0,Diesel
2008,9,DUAL DIESEL/CNG,0.0,Diesel
2008,9,ELECTRIC(BOV),56.0,Electric (EV)
2008,9,FUEL CELL HYDROGEN,0.0,Electric (EV)
2008,9,LPG ONLY,114.0,CNG/LPG
2008,9,METHANOL,0.0,Alternative Fuels
2008,9,NOT APPLICABLE,3015.0,Unknown/Other
2008,9,PETROL,58754.0,Petrol
2008,9,PETROL/CNG,6817.0,Petrol
2008,9,PETROL/HYBRID,1.0,Petrol
2008,9,PETROL/LPG,5783.0,Petrol
2008,9,SOLAR,0.0,Alternative Fuels
2008,10,CNG ONLY,19.0,CNG/LPG
2008,10,DIESEL,54300.0,Diesel
2008,10,DIESEL/HYBRID,2.0,Diesel
2008,10,DUAL DIESEL/CNG,1.0,Diesel
2008,10,ELECTRIC(BOV),43.0,Electric (EV)
2008,10,FUEL CELL HYDROGEN,0.0,Electric (EV)
2008,10,LPG ONLY,180.0,CNG/LPG
2008,10,METHANOL,0.0,Alternative Fuels
2008,10,NOT APPLICABLE,2595.0,Unknown/Other
2008,10,PETROL,63492.0,Petrol
2008,10,PETROL/CNG,10098.0,Petrol
2008,10,PETROL/HYBRID,0.0,Petrol
2008,10,PETROL/LPG,6411.0,Petrol
2008,10,SOLAR,0.0,Alternative Fuels
2008,11,CNG ONLY,14.0,CNG/LPG
2008,11,DIESEL,54734.0,Diesel
2008,11,DIESEL/HYBRID,4.0,Diesel
2008,11,DUAL DIESEL/CNG,0.0,Diesel
2008,11,ELECTRIC(BOV),44.0,Electric (EV)
2008,11,FUEL CELL HYDROGEN,0.0,Electric (EV)
2008,11,LPG ONLY,76.0,CNG/LPG
2008,11,METHANOL,0.0,Alternative Fuels
2008,11,NOT APPLICABLE,2833.0,Unknown/Other
2008,11,PETROL,61114.0,Petrol
2008,11,PETROL/CNG,8084.0,Petrol
2008,11,PETROL/HYBRID,0.0,Petrol
2008,11,PETROL/LPG,6529.0,Petrol
2008,11,SOLAR,1.0,Alternative Fuels
2008,12,CNG ONLY,7.0,CNG/LPG
2008,12,DIESEL,48823.0,Diesel
2008,12,DIESEL/HYBRID,2.0,Diesel
2008,12,DUAL DIESEL/CNG,0.0,Diesel
2008,12,ELECTRIC(BOV),47.0,Electric (EV)
2008,12,FUEL CELL HYDROGEN,0.0,Electric (EV)
2008,12,LPG ONLY,66.0,CNG/LPG
2008,12,METHANOL,0.0,Alternative Fuels
2008,12,NOT APPLICABLE,3220.0,Unknown/Other
2008,12,PETROL,54485.0,Petrol
2008,12,PETROL/CNG,6481.0,Petrol
2008,12,PETROL/HYBRID,1.0,Petrol
2008,12,PETROL/LPG,4854.0,Petrol
2008,12,SOLAR,0.0,Alternative Fuels
2009,1,CNG ONLY,30.0,CNG/LPG
2009,1,DIESEL,58196.0,Diesel
2009,1,DIESEL/HYBRID,2.0,Diesel
2009,1,ELECTRIC(BOV),39.0,Electric (EV)
2009,1,FUEL CELL HYDROGEN,0.0,Electric (EV)
2009,1,LNG,0.0,Alternative Fuels
2009,1,LPG ONLY,133.0,CNG/LPG
2009,1,NOT APPLICABLE,3035.0,Unknown/Other
2009,1,PETROL,79738.0,Petrol
2009,1,PETROL/CNG,10517.0,Petrol
2009,1,PETROL/HYBRID,0.0,Petrol
2009,1,PETROL/LPG,8975.0,Petrol
2009,1,SOLAR,0.0,Alternative Fuels
2009,2,CNG ONLY,20.0,CNG/LPG
2009,2,DIESEL,56064.0,Diesel
2009,2,DIESEL/HYBRID,4.0,Diesel
2009,2,ELECTRIC(BOV),41.0,Electric (EV)
2009,2,FUEL CELL HYDROGEN,0.0,Electric (EV)
2009,2,LNG,0.0,Alternative Fuels
2009,2,LPG ONLY,108.0,CNG/LPG
2009,2,NOT APPLICABLE,3218.0,Unknown/Other
2009,2,PETROL,66113.0,Petrol
2009,2,PETROL/CNG,8905.0,Petrol
2009,2,PETROL/HYBRID,1.0,Petrol
2009,2,PETROL/LPG,7456.0,Petrol
2009,2,SOLAR,1.0,Alternative Fuels
2009,3,CNG ONLY,24.0,CNG/LPG
2009,3,DIESEL,67086.0,Diesel
2009,3,DIESEL/HYBRID,2.0,Diesel
2009,3,ELECTRIC(BOV),48.0,Electric (EV)
2009,3,FUEL CELL HYDROGEN,0.0,Electric (EV)
2009,3,LNG,1.0,Alternative Fuels
2009,3,LPG ONLY,99.0,CNG/LPG
2009,3,NOT APPLICABLE,4021.0,Unknown/Other
2009,3,PETROL,71670.0,Petrol
2009,3,PETROL/CNG,9090.0,Petrol
2009,3,PETROL/HYBRID,1.0,Petrol
2009,3,PETROL/LPG,7649.0,Petrol
2009,3,SOLAR,3.0,Alternative Fuels
2009,4,CNG ONLY,20.0,CNG/LPG
2009,4,DIESEL,57155.0,Diesel
2009,4,DIESEL/HYBRID,1.0,Diesel
2009,4,ELECTRIC(BOV),43.0,Electric (EV)
2009,4,FUEL CELL HYDROGEN,0.0,Electric (EV)
2009,4,LNG,0.0,Alternative Fuels
2009,4,LPG ONLY,78.0,CNG/LPG
2009,4,NOT APPLICABLE,2961.0,Unknown/Other
2009,4,PETROL,67745.0,Petrol
2009,4,PETROL/CNG,8247.0,Petrol
2009,4,PETROL/HYBRID,0.0,Petrol
2009,4,PETROL/LPG,6873.0,Petrol
2009,4,SOLAR,0.0,Alternative Fuels
2009,5,CNG ONLY,24.0,CNG/LPG
